,Date,Close,High,Low,Open,Volume,SMA_Short,SMA_Long,Signal,Position
14,2024-05-31,129.44674682617188,133.07971633869087,128.60301918417613,130.03238523146769,5333100,142.36410919189453,128.05900283813477,1,0.0
15,2024-06-03,130.42942810058594,131.60072008847908,129.03977504316936,129.03977504316936,3114800,142.0246597290039,128.11203220367432,1,0.0
16,2024-06-04,129.8834991455078,131.27315216481216,129.31770210802406,130.27061785417703,2893700,141.69985961914062,128.1648496246338,1,0.0
17,2024-06-05,132.573486328125,133.20875850455897,129.0497045847138,129.57578864585054,2707500,141.46631958007814,128.23901573181152,1,0.0
18,2024-06-06,131.8389434814453,133.35764105309963,131.302923664343,131.4816019854042,2269600,141.24088165283203,128.3114344024658,1,0.0
19,2024-06-07,131.9977569580078,132.39481149970703,130.3202374912736,130.9753661255157,2365300,140.95995239257812,128.39066989898683,1,0.0
20,2024-06-10,132.04739379882812,132.86134426904258,131.27315635676592,131.88857197838396,1673600,140.7168814086914,128.46279796600342,1,0.0
21,2024-06-11,131.1342010498047,132.00770598277268,130.51878538125922,131.66028511731943,2081600,140.44986877441406,128.52858280181886,1,0.0
22,2024-06-12,132.17642211914062,132.65287237562737,131.35255106654196,132.6429516928541,2399900,140.23129486083985,128.5986407470703,1,0.0
23,2024-06-13,129.60556030273438,132.01760399278442,129.07946117949643,131.6106287965442,2555400,139.97003875732423,128.65465965270997,1,0.0
24,2024-06-14,128.89088439941406,129.7743099138902,128.28538948638558,129.0397703837318,2163300,139.74193634033202,128.69673809051514,1,0.0
25,2024-06-17,130.85626220703125,131.09449494091874,128.54347053356918,130.14157915145145,2090500,139.49795196533202,128.74538520812987,1,0.0
26,2024-06-18,133.90357971191406,134.1517331325411,130.58825364739678,131.15405071654615,3453000,139.3081640625,128.81721698760987,1,0.0
27,2024-06-20,131.74960327148438,133.6554196293767,131.55108357409432,132.27568728530497,2887400,139.01693115234374,128.8741320800781,1,0.0
28,2024-06-21,132.26577758789062,133.50654473224233,131.22353015741854,131.86873816013141,4461300,138.80034271240234,128.9493267059326,1,0.0
29,2024-06-24,134.08224487304688,136.69282344822057,133.34770536759203,134.30062107342314,3339500,138.6034078979492,129.03750370025634,1,0.0
30,2024-06-25,133.6951446533203,135.00538689053187,133.29809007682937,134.00285248379865,2310800,138.4835006713867,129.13203880310058,1,0.0
31,2024-06-26,132.10694885253906,134.21130011869244,131.77938452602345,133.00031023742233,1836800,138.34195404052736,129.2298392868042,1,0.0
32,2024-06-27,129.8338623046875,132.007688518682,129.6154861003358,131.22351529048774,1898000,138.22284057617188,129.3206679534912,1,0.0
33,2024-06-28,128.6725311279297,132.0573326587849,127.44168456920129,130.68753592064624,9817600,138.1251678466797,129.40726970672608,1,0.0
34,2024-07-01,126.45897674560547,130.8165423600029,126.12148417670944,129.72467646528077,2364800,138.0251121520996,129.4795948410034,1,0.0
35,2024-07-02,125.08264923095703,127.8571894087494,124.74453790097677,126.72350281733841,1981100,137.89177307128907,129.53788009643554,1,0.0
36,2024-07-03,125.43071746826172,126.95224133849236,125.13238525638813,125.42077837216664,1288200,137.74196975708008,129.59282089233398,1,0.0
37,2024-07-05,125.66938781738281,125.90805509570738,124.59537368427821,125.69922027878638,1341700,137.49192092895507,129.66485126495363,1,0.0
38,2024-07-08,125.37104034423828,126.02738480326866,124.70475679007994,125.97765897924677,2091100,137.26985260009766,129.73726581573487,1,0.0
39,2024-07-09,124.72464752197266,125.54010099349408,123.47163864747847,125.54010099349408,1558900,137.057091217041,129.80565853118895,1,0.0
40,2024-07-10,126.3655014038086,126.43511300808828,124.84398520519842,125.71910360001388,1837300,136.84994903564453,129.89578205108643,1,0.0
41,2024-07-11,130.09471130371094,130.81070549889392,127.17100132070422,128.08590639662378,1667200,136.68066467285155,129.99625797271727,1,0.0
42,2024-07-12,131.49688720703125,132.66039868116943,129.9157061145505,130.44276647871075,1477300,136.5900473022461,130.10112831115723,1,0.0
43,2024-07-15,130.28366088867188,132.40185679340553,130.05494028239036,131.27811678021743,1015700,136.4424087524414,130.20590591430664,1,0.0
44,2024-07-16,135.3056640625,135.43494818212332,130.8703993530284,131.2582365377059,1064300,136.4184375,130.3369290161133,1,0.0
45,2024-07-17,132.75985717773438,135.2459968252575,132.68029888811057,134.41065754549584,1031200,136.30523529052735,130.44781799316405,1,0.0
46,2024-07-18,131.2383270263672,134.46036913098138,130.93004817059855,131.58639260982952,2783500,136.13857360839845,130.55198795318603,1,0.0
47,2024-07-19,131.0493927001953,132.0438485653807,129.56764799835986,131.22840264650867,1731400,135.9550308227539,130.65865112304687,1,0.0
48,2024-07-22,132.68028259277344,133.18744955587047,130.67147775551547,132.32227792053132,2009400,135.77373168945311,130.77663459777833,1,0.0
49,2024-07-23,129.9256591796875,136.8968048528859,129.76655776572977,136.84707902231466,1640800,135.49088592529296,130.87387023925783,1,0.0
50,2024-07-24,133.41619873046875,133.68469088103407,129.45825357388725,130.1444305292712,2066700,135.18613372802736,130.99508819580078,1,0.0
51,2024-07-25,134.2316436767578,137.60284833329254,132.71012747088236,133.2073553858532,1338900,134.93739471435546,131.11894882202148,1,0.0
52,2024-07-26,136.55868530273438,139.51220523205518,135.32555457973018,135.93217325829463,1717700,134.66531646728515,131.25127880096434,1,0.0
53,2024-07-29,136.6183624267578,137.0161387346347,134.86811025403517,136.82718967742545,1222600,134.33884521484376,131.37396438598634,1,0.0
54,2024-07-30,138.71665954589844,138.95531925143388,136.3498496380527,137.27468634538832,1428000,134.04977416992188,131.5066962814331,1,0.0
55,2024-07-31,140.61605834960938,143.2016497622154,138.93544062302757,139.61166335218104,2582700,133.80027923583984,131.6708882904053,1,0.0
56,2024-08-01,142.0679473876953,143.42040779881935,140.96410091115882,141.45138968565902,2896500,133.57168243408202,131.83457347869873,1,0.0
57,2024-08-02,138.2691192626953,142.37622632017292,135.00730565297525,141.19282156298848,2298400,133.28636627197267,131.97436733245848,1,0.0
58,2024-08-05,133.9532012939453,136.061458035388,132.3222942906739,135.79295070444067,1885200,132.93061309814453,132.08812961578369,1,0.0
59,2024-08-06,135.50454711914062,138.14980329190016,133.52558971160184,134.66920785643507,1462000,132.65194427490235,132.2283964538574,1,0.0
60,2024-08-07,133.21730041503906,137.32439238936016,132.9487931108061,136.4890531919583,1553900,132.3253466796875,132.3527750778198,0,-1.0
61,2024-08-08,136.00177001953125,136.45922636509786,133.03829597832913,133.40623976932986,976900,132.10307678222657,132.4924610900879,0,0.0
62,2024-08-09,136.14097595214844,137.09566007759346,135.34542355083187,136.08131103946863,737600,131.9377877807617,132.63229904174804,0,0.0
63,2024-08-12,134.84820556640625,136.05148852454573,133.73440480963563,136.05148852454573,1347200,132.0257662963867,132.78397579193114,0,0.0
64,2024-08-13,136.65811157226562,136.93655797694544,134.57970263226588,135.07693052265,1158000,132.16999359130858,132.9557825088501,0,0.0
65,2024-08-14,135.27581787109375,137.92107387462988,135.1266555745071,137.16527777408191,1090000,132.26692138671876,133.11617630004883,0,0.0
66,2024-08-15,139.1144256591797,139.21387731200468,136.89679340374644,136.89679340374644,1120300,132.45153991699217,133.30338096618652,0,0.0
67,2024-08-16,139.2635955810547,140.11882824987345,137.75203355994591,139.01498160958636,1284800,132.5853421020508,133.49924613952638,0,0.0
68,2024-08-19,139.73098754882812,140.5066619063752,138.50781108872576,139.77077428081077,1714000,132.74318298339844,133.68656566619873,0,0.0
69,2024-08-20,138.97520446777344,140.7552737553316,138.65697131346585,139.820498006485,1227700,132.88273193359376,133.8726290512085,0,0.0
70,2024-08-21,139.21388244628906,140.0094350014624,138.37852798464934,139.20392817612438,2263000,133.02606170654298,134.0519217300415,0,0.0
71,2024-08-22,139.44259643554688,144.64359613064022,137.38406560245028,144.57399211374937,2634500,133.19222961425783,134.20985069274903,0,0.0
72,2024-08-23,140.0889892578125,141.48123653765933,139.38293410929887,140.42711577563603,1735700,133.35048095703124,134.37838214874267,0,0.0
73,2024-08-26,139.7111053466797,140.39726712466594,139.1840449694804,140.3276631069826,1013200,133.55259185791016,134.53013473510742,0,0.0
74,2024-08-27,140.31773376464844,140.42712452077595,138.93544066859695,139.70116078729666,949700,133.78112884521485,134.69060916900634,0,0.0
75,2024-08-28,140.27793884277344,141.5210086470291,139.5122035945782,140.74533430310893,1089900,133.9695623779297,134.85904655456542,0,0.0
76,2024-08-29,141.73977661132812,142.64473498421495,140.32765126944508,141.28233546459205,1577400,134.12628631591798,135.0311820602417,0,0.0
77,2024-08-30,142.12762451171875,142.47569011971348,140.2381645162402,141.37184354836566,1570700,134.33384674072266,135.21025287628174,0,0.0
78,2024-09-03,138.18959045410156,142.47569270441767,137.2945710919604,140.8447857308224,1629200,134.45232299804687,135.34910495758058,0,0.0
79,2024-09-04,137.39401245117188,138.88569610211317,135.73327314069346,137.62273302887613,1368700,134.51855834960938,135.47413536071778,0,0.0
80,2024-09-05,137.59291076660156,138.28902682045748,136.17083102340342,137.59291076660156,1194600,134.596513671875,135.59724170684814,0,0.0
81,2024-09-06,136.4393310546875,139.22381029543442,135.753154133218,137.68240078946818,1298400,134.68316131591797,135.71972465515137,0,0.0
82,2024-09-09,137.32440185546875,138.7663597734224,136.38961094785705,138.03047217106644,1770300,134.8329721069336,135.84252719879152,0,0.0
83,2024-09-10,137.2647247314453,137.44373465542407,135.1863158743316,136.76749686089042,1357700,135.0048159790039,135.91586166381836,0,0.0
84,2024-09-11,137.93101501464844,138.09013158282718,134.0128567748458,136.57855453351135,1405500,135.23425674438477,135.9921813583374,0,0.0
85,2024-09-12,135.63381958007812,137.85145166107316,133.5056848750707,137.4337820656071,1616500,135.4452801513672,136.04400539398193,0,0.0
86,2024-09-13,136.54872131347656,136.84706108360285,135.61393044837007,136.05149342132978,917800,135.6676402282715,136.10836799621583,0,0.0
87,2024-09-16,137.54318237304688,139.00503364596094,136.73767558474557,137.51334991230917,887000,135.90511611938476,136.1791869354248,0,0.0
88,2024-09-17,137.58297729492188,139.0050419220583,136.62829297190032,137.89125619036025,1210200,136.14935485839842,136.23595848083497,0,0.0
89,2024-09-18,138.2393035888672,140.2182762123032,136.6680615096986,137.73213656314888,1390500,136.41964797973634,136.29497283935547,1,1.0
90,2024-09-19,141.16299438476562,142.64473895388653,140.67572076595118,141.06355791166862,1225900,136.71559783935547,136.36370849609375,1,0.0
91,2024-09-20,139.3133087158203,140.61604337973708,137.11556990584828,140.42710952495875,2613600,136.89996978759766,136.4227504348755,1,0.0
92,2024-09-23,139.01498413085938,140.36744476714398,137.83159435152913,140.36744476714398,2179500,137.0503317260742,136.4852474975586,1,0.0
93,2024-09-24,141.0834503173828,142.4756976487424,138.5376457018815,139.3232743417199,1930100,137.26632751464842,136.55299179077147,1,0.0
94,2024-09-25,138.66693115234375,142.04807509459448,138.4382105473696,141.18290332963693,1437300,137.33355285644532,136.60979125976561,1,0.0
95,2024-09-26,145.92645263671875,146.14523413127478,139.76081440714563,140.47682381220326,2149700,137.596884765625,136.71020938873292,1,0.0
96,2024-09-27,147.2391357421875,149.247940876437,146.36400970861493,146.36400970861493,2213000,137.9169009399414,136.80843532562255,1,0.0
97,2024-09-30,147.65679931640625,148.00486493112487,145.8966233997557,146.88112497281978,1408300,138.24904907226562,136.90964000701905,1,0.0
98,2024-10-01,145.97946166992188,147.60300997284256,143.4495295006296,147.60300997284256,1408600,138.5150326538086,136.97797199249268,1,0.0
99,2024-10-02,145.95953369140625,147.0651374781332,144.53520535987965,145.69061413126678,1200100,138.83571014404296,137.02532947540283,1,0.0
100,2024-10-03,143.97743225097656,145.40176064426595,143.51924764992128,144.85393618594384,1100000,139.04693481445312,137.06861354827882,1,0.0
101,2024-10-04,144.39576721191406,145.97946548838937,143.62881296798616,145.62089085990928,1001100,139.25021728515625,137.1102792739868,1,0.0
102,2024-10-07,143.32003784179688,143.87781719845412,142.26423903121741,143.55909265108465,836700,139.3854443359375,137.1353870010376,1,0.0
103,2024-10-08,144.0371856689453,144.664695038249,143.27023146183498,143.42960133314185,915000,139.53382080078126,137.17204456329347,1,0.0
104,2024-10-09,144.2264404296875,145.0133044988931,143.60888595681496,144.4555251285679,634700,139.64401641845703,137.2058889389038,1,0.0
105,2024-10-10,142.1746063232422,143.8379895591473,142.03516147706895,142.64274584932699,1288900,139.6751873779297,137.22635768890382,1,0.0
106,2024-10-11,143.25033569335938,144.48541432139942,142.49333632949077,142.49333632949077,1427400,139.69883514404296,137.25101795196534,1,0.0
107,2024-10-14,143.67861938476562,144.49537862378915,142.25429097307358,143.42960964579723,1765200,139.80702514648436,137.2777701187134,1,0.0
108,2024-10-15,144.00730895996094,146.0790717385504,143.4993345818749,143.778224263767,1251200,140.0081072998047,137.3064130783081,1,0.0
109,2024-10-16,138.55897521972656,142.00527658140692,137.8916309649581,140.94946255616128,1702100,140.0691958618164,137.31031162261962,1,0.0
110,2024-10-17,136.87567138671875,141.96543105523892,135.9393923371844,141.2482817916955,1592900,140.14236328125,137.30718128204344,1,0.0
111,2024-10-18,138.28009033203125,138.96735964463335,136.69639203676888,137.98127560502837,1185200,140.1879296875,137.34868144989014,1,0.0
112,2024-10-21,136.21827697753906,138.26015979945734,135.6804226490002,137.80199040817382,975900,140.18947570800782,137.38066539764404,1,0.0
113,2024-10-22,132.93136596679688,134.21624953481046,131.4572173667577,134.156489629091,1822700,140.1511389160156,137.39839504241942,1,0.0
114,2024-10-23,132.5030517578125,133.76802539827474,130.83966864238207,132.74210656180176,1657500,140.06803771972656,137.40000980377198,1,0.0
115,2024-10-24,130.17233276367188,132.78194994832708,130.17233276367188,132.61262515068555,1830100,139.96596801757812,137.40334964752196,1,0.0
116,2024-10-25,129.67431640625,131.18829990167748,128.8376473160198,130.66038526318252,1248500,139.77716583251953,137.40216785430908,1,0.0
117,2024-10-28,131.01895141601562,131.70622069503167,129.82370776476264,131.2281262742,1739800,139.61227294921875,137.41469577789306,1,0.0
118,2024-10-29,130.71018981933594,131.76598869613758,130.0428455330245,130.62054995961094,941500,139.4318569946289,137.4214186477661,1,0.0
119,2024-10-30,130.9691619873047,133.57877907281554,130.62054228882678,131.13848677851325,1550500,139.27173614501953,137.42948596954346,1,0.0
120,2024-10-31,129.79383850097656,130.91936742441263,129.3456239946428,130.15241314571335,1596000,139.0833352661133,137.4436181640625,1,0.0
121,2024-11-01,136.32785034179688,140.41161623951584,134.734197092658,138.58886308214463,2077700,139.0210403442383,137.4788256072998,1,0.0
122,2024-11-04,139.09683227539062,140.08291630011627,136.36769529920446,136.7760749133346,1795400,139.00119720458986,137.52411224365235,1,0.0
123,2024-11-05,139.8538360595703,140.23232053500982,136.69639433415247,137.63265820358586,1240500,139.00405181884764,137.56659370422364,1,0.0
124,2024-11-06,137.23423767089844,142.50329193397613,136.49716341754964,142.43356191615308,2528900,138.94238189697265,137.60048622131347,1,0.0
125,2024-11-07,139.07691955566406,139.51517911312172,137.025081807883,138.2402353103595,2182800,138.91836151123047,137.6528084564209,1,0.0
126,2024-11-08,136.1385955810547,138.1207185511706,134.40549754530585,137.12467960709492,1918600,138.806337890625,137.68994346618652,1,0.0
127,2024-11-11,133.32977294921875,136.9155192080636,132.67238360203916,136.52706462988442,5405500,138.630380859375,137.7075343322754,1,0.0
128,2024-11-12,133.14051818847656,135.50112552242513,133.1106382372884,133.3297680115665,1490800,138.5293994140625,137.7150617980957,1,0.0
129,2024-11-13,133.74810791015625,134.3357672383075,131.66639016906908,132.73214393382236,1103100,138.4564813232422,137.7184423828125,1,0.0
130,2024-11-14,129.70419311523438,133.81783883682579,129.64443321004825,133.16044948308198,1971100,138.29870697021485,137.72231536865235,1,0.0
131,2024-11-15,126.56666564941406,129.1962153975355,125.32161699558762,128.9571605845956,2631100,138.10125366210937,137.69588340759276,1,0.0
132,2024-11-18,126.4172592163086,127.58262294101716,125.51086774125993,126.4172592163086,1445000,137.88311080932618,137.66910099029542,1,0.0
133,2024-11-19,125.192138671875,126.61647468133485,124.6243967715546,125.28177853021153,1838200,137.64165908813476,137.63693607330322,1,0.0
134,2024-11-20,128.0607452392578,128.20019009536807,124.39531370981055,124.82361079619912,1696000,137.44425369262694,137.60405101776124,0,-1.0
135,2024-11-21,131.53689575195312,131.66638567345765,128.5487790281074,129.19621343728252,2882100,137.36231521606445,137.6037586593628,0,0.0
136,2024-11-22,133.3098602294922,133.78796990706923,130.97913254511454,131.57676204291113,2067800,137.29753799438475,137.6059885787964,0,0.0
137,2024-11-25,133.957275390625,135.07283408064876,133.2301560602692,133.99711025883417,3355400,137.22581985473633,137.61507274627687,0,0.0
138,2024-11-26,133.83775329589844,134.27601288019898,125.67023667413457,126.51686828993611,3443900,137.15091537475587,137.62866306304932,0,0.0
139,2024-11-27,137.5928192138672,138.44941331424897,133.7082734088498,134.15648789429827,2336900,137.13798568725585,137.67366397857666,0,0.0
140,2024-11-29,137.42349243164062,138.54902128636965,136.53701839159282,136.72626822008863,1183300,137.06319564819336,137.70552974700928,0,0.0
141,2024-12-02,139.02711486816406,139.465374426562,136.55694259160504,137.2840467507573,1702200,137.05747177124024,137.73297657012938,0,0.0
142,2024-12-03,138.72830200195312,139.04704175716668,136.1585197193491,138.26016248545076,1714800,137.05173812866212,137.75848331451417,0,0.0
143,2024-12-04,139.6446533203125,141.84590601725426,137.14460110652828,138.64861440191035,1948900,137.0229621887207,137.79204036712648,0,0.0
144,2024-12-05,137.32388305664062,140.0132003388724,137.015113418635,138.4494119162658,1994500,136.99610122680664,137.808097114563,0,0.0
145,2024-12-06,140.0231475830078,141.22834611680918,138.40956946077742,138.9175438182044,1297600,136.87803512573242,137.854051322937,0,0.0
146,2024-12-09,143.4296112060547,143.9973607122859,139.8837149163074,140.25224447051812,1547300,136.80184463500976,137.9169882583618,0,0.0
147,2024-12-10,141.36781311035156,144.32605026368526,141.16860834278472,143.67863096950566,1261300,136.67606491088867,137.9722918319702,0,0.0
148,2024-12-11,140.6307373046875,143.02122462923737,140.61081227078438,142.29412047442517,1848700,136.569090423584,138.0186577987671,0,0.0
149,2024-12-12,140.3518524169922,141.15864153662403,139.32593351198523,139.9434727989433,976300,136.4569367980957,138.04153003692628,0,0.0
150,2024-12-13,138.4494171142578,139.91359561903187,136.74618378478746,139.80403072417297,1474300,136.34637649536134,138.053155708313,0,0.0
151,2024-12-16,137.1246795654297,139.38569222333192,136.45733529690355,138.08088363872497,1580700,136.20095474243163,138.0497342300415,0,0.0
152,2024-12-17,135.91949462890625,138.78807674069344,135.66051475052743,137.03505349469296,2430600,136.05294387817383,138.02145778656006,0,0.0
153,2024-12-18,132.48313903808594,137.02508954594595,132.3835442592608,136.4075350444958,1746900,135.82186294555663,137.96861652374267,0,0.0
154,2024-12-19,132.6624298095703,133.73815369635025,131.09864136725605,132.61262482254057,2166500,135.5905827331543,137.90740581512452,0,0.0
155,2024-12-20,133.97720336914062,134.99316742705267,132.70227463693112,132.70227463693112,4363900,135.42663467407226,137.83745792388916,0,0.0
156,2024-12-23,134.0668487548828,134.15648861278294,132.64250515318284,133.628589185129,1194900,135.24296493530272,137.77509357452394,0,0.0
157,2024-12-24,135.5609130859375,135.5609130859375,133.61862489005878,134.06685459578395,370200,135.08061080932617,137.72307346343993,0,0.0
158,2024-12-26,135.29197692871094,135.44137669687004,134.43538279511827,134.4752176671778,556600,134.90630416870118,137.6669833755493,0,0.0
159,2024-12-27,135.00311279296875,135.6804271830994,134.05687882875594,134.08675878143174,631800,134.83518692016602,137.60954807281493,0,0.0
160,2024-12-30,133.88755798339844,135.05292176720278,132.71223928119102,133.8676329482436,993600,134.77542465209962,137.55946750640868,0,0.0
161,2024-12-31,134.05519104003906,135.62186989607414,133.7458506866665,134.52419584239098,719600,134.69092666625977,137.49897731781004,0,0.0
162,2025-01-02,133.14712524414062,135.44225236101326,132.5883148629419,134.9233657078664,953600,134.6295036315918,137.440834236145,0,0.0
163,2025-01-03,135.40234375,135.7615811699719,132.47854734342073,133.1670870005703,1246900,134.67892318725586,137.3875258255005,0,0.0
164,2025-01-06,136.14076232910156,138.0467168007762,135.05307677355802,135.3125353208389,1047000,134.75167739868164,137.33845447540284,0,0.0
165,2025-01-07,137.1186981201172,139.98260892422087,135.69172176421895,136.53992587747126,1056700,134.89060470581055,137.28703845977782,0,0.0
166,2025-01-08,136.70956420898438,137.38811532118405,135.34247343935562,137.38811532118405,1684600,135.03130966186524,137.23996875762938,0,0.0
167,2025-01-10,137.17855834960938,139.84289599680258,134.42441516099657,134.46432365948093,1369900,135.1545018005371,137.20460910797118,0,0.0
168,2025-01-13,141.64906311035156,142.51722906528497,136.70956015021227,136.92909496856873,1562000,135.37327926635743,137.1973002243042,0,0.0
169,2025-01-14,143.12591552734375,145.07179363285084,139.85287047269736,141.69895449150772,2445400,135.6164143371582,137.1827087020874,0,0.0
170,2025-01-15,141.928466796875,146.1894186200574,138.38598978502583,143.8344212332296,2328600,135.85910690307617,137.17134632110594,0,0.0
171,2025-01-16,144.41319274902344,144.80236533438992,140.13227908355194,142.47730314052959,1661400,136.02081375122071,137.1709881210327,0,0.0
172,2025-01-17,147.04759216308594,148.14526621450221,144.8921677856357,145.57073407917667,3210300,136.1798289489746,137.1907004928589,0,0.0
173,2025-01-21,152.24655151367188,152.85524366672328,147.69620614448428,148.35481056683983,2759600,136.42768325805665,137.23859142303468,0,0.0
174,2025-01-22,152.2764892578125,153.43401844898153,151.39835001322086,152.50599738712532,1730900,136.72852828979492,137.2984938430786,0,0.0
175,2025-01-23,152.12680053710938,152.63572907394334,147.8658487414212,152.50599980354406,1332000,136.98952590942383,137.343850440979,0,0.0
176,2025-01-24,151.1189422607422,152.4461244231408,150.46033783854023,151.77754668294415,1844900,137.28913284301757,137.38248027801512,0,0.0
177,2025-01-27,150.6399688720703,151.89729216862068,148.41468554784808,151.2386877257628,2229600,137.6353367614746,137.404123878479,1,1.0
178,2025-01-28,150.02127075195312,152.91513179534846,149.89155671007742,152.2864625429757,1791600,137.97295181274413,137.43875423431396,1,0.0
179,2025-01-29,146.77816772460938,149.58220813000554,146.23931921624384,148.6741488886199,1583200,138.23355300903322,137.4530001449585,1,0.0
180,2025-01-30,151.05908203125,152.15674091543227,147.3369786002362,148.63422566921588,1496000,138.66065078735352,137.50984302520752,1,0.0
181,2025-01-31,151.1987762451172,153.513849841344,150.1809344195351,150.63996590211207,1886600,139.1532929992676,137.56991550445557,1,0.0
182,2025-02-03,148.31491088867188,150.00133054327952,147.56650088051634,149.44250494697997,1637900,139.59124603271485,137.6325423812866,1,0.0
183,2025-02-04,146.728271484375,148.33485892610574,145.95991483178608,147.70620486730033,1290900,140.02196868896485,137.6984029006958,1,0.0
184,2025-02-05,147.67626953125,148.39474436322976,145.99982318115033,147.57647543874808,1348100,140.41427917480468,137.779475440979,1,0.0
185,2025-02-06,147.32699584960938,148.29494062343377,145.8900462791303,146.7083151503797,1143000,140.7300811767578,137.85736240386962,1,0.0
186,2025-02-07,144.90216064453125,149.073291711225,144.10385360395418,147.89580062686505,1557800,140.96192718505858,137.91726879119872,1,0.0
187,2025-02-10,143.3853759765625,145.54080037589466,141.52931861487758,145.27136851936814,1764700,141.15048919677736,137.94333652496337,1,0.0
188,2025-02-11,141.44949340820312,143.89429642182216,141.02041230655587,141.9284715563407,1134200,141.30272399902344,137.96821170806885,1,0.0
189,2025-02-12,137.7872772216797,139.50363210200928,136.11083084316292,138.48579020171127,2103600,141.30661315917968,137.98033451080323,1,0.0
190,2025-02-13,136.1607208251953,138.05670193140693,135.77154824033948,137.97686970548264,1395400,141.2813577270508,137.97752506256103,1,0.0
191,2025-02-14,134.38449096679688,136.8692175224741,134.0252535759332,136.69957975823843,1358700,141.18850524902345,137.95665287017823,1,0.0
192,2025-02-18,134.9133758544922,135.90128255724446,133.65605250898628,134.2248362034625,2121000,141.11220672607422,137.95108097076417,1,0.0
193,2025-02-19,136.85923767089844,137.19852844736008,133.76581876694823,134.3046672742498,1738100,141.05649841308593,137.94704921722413,1,0.0
194,2025-02-20,136.5,138.28621374643058,135.8114755826456,137.36816596351744,872700,141.04002075195314,137.94702808380126,1,0.0
195,2025-02-21,135.0830078125,137.23843222033247,134.86347299912222,136.56985446193298,1112200,140.94121795654297,137.93034328460692,1,0.0
196,2025-02-24,134.9932098388672,136.64969435035815,134.4842965028293,135.2127446645559,2037500,140.77248992919922,137.9074522781372,1,0.0
197,2025-02-25,133.89552307128906,135.9910770363466,132.91760499326733,134.86346783142673,2607000,140.62304412841797,137.87579723358155,1,0.0
198,2025-02-26,134.18492126464844,136.18068121179698,133.3666523776263,134.7137964325276,1539900,140.4941278076172,137.83799564361573,1,0.0
199,2025-02-27,126.81059265136719,131.04160934703893,125.54328078372458,128.50698561175372,3469100,140.22330261230468,137.75170886993408,1,0.0
200,2025-02-28,127.6488037109375,129.23542920610407,125.69295988676048,127.92820888393136,2852700,140.00729034423827,137.64668384552002,1,0.0
201,2025-03-03,126.06217956542969,128.7265172820006,125.3736399437374,128.7265172820006,2184500,139.78604034423827,137.5436517715454,1,0.0
202,2025-03-04,122.79911041259766,125.48341004989547,121.19252300290121,124.73500004959789,2524100,139.5236326599121,137.40683433532715,1,0.0
203,2025-03-05,126.2417984008789,127.03012449866144,122.03074366718448,122.22034329961396,2046900,139.39880584716798,137.2733337020874,1,0.0
204,2025-03-06,126.2817153930664,129.22545830926353,125.5033626081451,125.7328783549591,2300000,139.2711915588379,137.13889122009277,1,0.0
205,2025-03-07,126.43138885498047,127.82842994554353,124.13626949733536,125.68297887924881,2056100,139.12027526855468,137.00559413909912,1,0.0
206,2025-03-10,121.64157104492188,126.38150094837405,121.36216586872833,124.94455134141288,3412300,138.87176971435548,136.8463130569458,1,0.0
207,2025-03-11,120.7734146118164,123.0186446012186,119.04708648336826,122.33010496823813,2106600,138.57601974487304,136.68750549316405,1,0.0
